prickles	prickle
hydrolyses	hydrolyse
clearing	clear
devalues	devalue
wavebands	waveband
stretching	stretch
pups	pup
demobilizations	demobilization
unbinding	unbind
polyols	polyol
lockers	locker
albinos	albino
adverted	advert
knots	knot
operationalised	operationalise
weavings	weaving
demonises	demonise
compilers	compiler
cusses	cuss
pupas	pupa
retarded	retard
opining	opine
pollens	pollen
pictographs	pictograph
wises	wise
energized	energize
detriments	detriment
dramatics	dramatic
mils	mil
rarefying	rarefy
overstressed	overstress
warnings	warning
coexisting	coexist
resurges	resurge
southerners	southerner
brooking	brook
numerators	numerator
overindulges	overindulge
wildebeests	wildebeest
wrapping	wrap
blabbed	blab
weathercocks	weathercock
haplotypes	haplotype
suits	suit
paltrier	paltry
salinities	salinity
slung	sling
amalgams	amalgam
eyesores	eyesore
regals	regal
medullae	medulla
janitors	janitor
director-generals	director-general
recriminations	recrimination
villagers	villager
inoculated	inoculate
consolidating	consolidate
uproots	uproot
heels	heel
handcrafted	handcraft
bioweapons	bioweapon
courts-martial	court-martial
quizmasters	quizmaster
icebergs	iceberg
averted	avert
scribblers	scribbler
encumbered	encumber
demoralizations	demoralization
swathed	swathe
consorts	consort
latrines	latrine
skirtings	skirting
pews	pew
integrated	integrate
lambasting	lambast
coerces	coerce
nutraceuticals	nutraceutical
marks	mark
physiologies	physiology
stockings	stocking
characterizes	characterize
banding	band
barbecued	barbecue
comprehensives	comprehensive
fumed	fume
gainsaying	gainsay
kurtoses	kurtosis
jerry-builds	jerry-build
wholesaling	wholesale
x-rayed	x-ray
grayer	gray
blustering	bluster
realms	realm
fieldworkers	fieldworker
homogenates	homogenate
debiting	debit
kills	kill
antennas	antenna
dooms	doom
eigenvectors	eigenvector
chihuahuas	chihuahua
clothes	clothe
cold-shouldering	cold-shoulder
diverges	diverge
sinenses	sinensis
mis-uses	mis-use
undergarments	undergarment
entombing	entomb
took	take
comparators	comparator
revived	revive
printing	print
staying	stay
consecrated	consecrate
enchanting	enchant
tumbles	tumble
padlocked	padlock
maturations	maturation
hydroplaned	hydroplane
mothered	mother
gingkoes	gingko
elastomers	elastomer
horsed	horse
profanities	profanity
reliquaries	reliquary
bosoms	bosom
tattering	tatter
scrummages	scrummage
consulted	consult
pepsins	pepsin
mantelpieces	mantelpiece
recompiles	recompile
defuses	defuse
bauxites	bauxite
appears	appear
bacteriologies	bacteriology
showers	shower
showcased	showcase
marionettes	marionette
spanked	spank
screeners	screener
employers	employer
cabbies	cabbie
cannisters	cannister
feathers	feather
blowflies	blowfly
dive-bombs	dive-bomb
presetting	preset
reappointing	reappoint
phenobarbitals	phenobarbital
wettest	wet
alpha-helixes	alpha-helix
puked	puke
re-arranges	re-arrange
professionalises	professionalise
shucked	shuck
squarer	square
farmworkers	farmworker
enlightens	enlighten
ungainliest	ungainly
hillier	hilly
re-typed	re-type
pillaging	pillage
concurring	concur
havens	haven
directorships	directorship
fewer	few
seamstresses	seamstress
ex-smokers	ex-smoker
remixes	remix
confidants	confidant
marquees	marquee
dimpled	dimple
woofing	woof
refineries	refinery
rusticated	rusticate
clownfishes	clownfish
rightest	right
mags	mag
robing	robe
photostats	photostat
filmier	filmy
enteropathies	enteropathy
absorptions	absorption
stearates	stearate
trending	trend
healthiest	healthy
initialed	initial
coxs	cox
regrows	regrow
trios	trio
origins	origin
centralisations	centralisation
worksheets	worksheet
biters	biter
coruscates	coruscate
juntas	junta
re-ordered	re-order
aspires	aspire
crates	crate
pails	pail
palaces	palace
homogeneities	homogeneity
turnpikes	turnpike
olefins	olefin
downpours	downpour
torques	torque
choux	chou
goods	good
cruxes	crux
warded	ward
eclipsing	eclipse
threads	thread
spilled	spill
medusae	medusa
frolicking	frolic
ceased	cease
changed	change
snacks	snack
truncating	truncate
disassembling	disassemble
masticating	masticate
ice-skated	ice-skate
devastations	devastation
raged	rage
countersinks	countersink
allocators	allocator
proformas	proforma
playhouses	playhouse
forty-seventh	47
elopements	elopement
affects	affect
alkynes	alkyne
dishwashers	dishwasher
lymphs	lymph
snugger	snug
bicyclists	bicyclist
briefcases	briefcase
qualms	qualm
roller-skated	roller-skate
bloodying	bloody
stuccos	stucco
carrying	carry
wandering	wander
panicles	panicle
sleuthing	sleuth
barbering	barber
encrusted	encrust
flexing	flex
expropriating	expropriate
sillies	silly
crummier	crummy
pours	pour
dawdling	dawdle
technocrats	technocrat
omenta	omentum
shooed	shoo
witnesses	witness
navvies	navvy
converted	convert
irrationalities	irrationality
lisas	lisa
tolerated	tolerate
mandrels	mandrel
masquerading	masquerade
beauts	beaut
kimonos	kimono
declamations	declamation
deified	deify
smalls	small
proscribing	proscribe
unites	unite
congested	congest
welders	welder
litigates	litigate
refuges	refuge
amusing	amuse
frontispieces	frontispiece
thirty-thirds	thirty-third
freemen	freeman
aerating	aerate
spectacles	spectacle
paraphrasing	paraphrase
castes	caste
cubbyholes	cubbyhole
watermarked	watermark
waterwheels	waterwheel
symbolises	symbolise
encysting	encyst
hastens	hasten
cross-questions	cross-question
parallelled	parallel
institutionalised	institutionalise
phonier	phony
centralizations	centralization
excommunicated	excommunicate
over-valued	over-value
proletariats	proletariat
overthrowing	overthrow
ginkgos	ginkgo
aras	ara
goons	goon
conforming	conform
birthrates	birthrate
retouched	retouch
elements	element
subshells	subshell
diskettes	diskette
ok	okay
storing	store
contorted	contort
utilised	utilise
operated	operate
dimming	dim
crescendoes	crescendo
put-downs	put-down
enterprises	enterprise
recollects	recollect
undresses	undress
raises	raise
culms	culm
bio-diesels	bio-diesel
overcooked	overcook
libraries	library
preens	preen
unfastened	unfasten
stinging	sting
engraves	engrave
petioles	petiole
snared	snare
demoting	demote
downed	down
gizzards	gizzard
plummeted	plummet
aegises	aegis
eutectics	eutectic
affirms	affirm
consummating	consummate
conjunctivitides	conjunctivitis
nigras	nigra
sages	sage
dyestuffs	dyestuff
probes	probe
ghouls	ghoul
oxidises	oxidise
upsweeping	upsweep
garbled	garble
nightcaps	nightcap
repoints	repoint
stretcher-bearers	stretcher-bearer
ergonomists	ergonomist
ventures	venture
interrogations	interrogation
burlier	burly
 skilled	skill
sundered	sunder
stupors	stupor
authenticating	authenticate
slackers	slacker
microcomputers	microcomputer
hang-glidings	hang-gliding
units	unit
relenting	relent
mauver	mauve
fawnest	fawn
initiates	initiate
urbanized	urbanize
selected	select
knackers	knacker
thickened	thicken
frigider	frigid
deranges	derange
excrescences	excrescence
prehistorians	prehistorian
jacks	jack
anthropologists	anthropologist
deductibles	deductible
adjustments	adjustment
mpgs	mpg
dowdiest	dowdy
retractions	retraction
knowns	known
barrels	barrel
cuds	cud
fertiles	fertile
spiritualizes	spiritualize
combated	combat
bundles	bundle
recordings	recording
nose-dives	nose-dive
reawakenings	reawakening
eased	ease
angularities	angularity
tubae	tuba
petering	peter
conservationists	conservationist
declaring	declare
biscuits	biscuit
vacuums	vacuum
arthralgias	arthralgia
aeroplanes	aeroplane
sherbets	sherbet
foreordained	foreordain
grams	gram
transferrins	transferrin
ragas	raga
usurers	usurer
commits	commit
yowling	yowl
pebbled	pebble
forgets	forget
plovers	plover
sprayed	spray
deactivations	deactivation
opuses	opus
explants	explant
whets	whet
begrudges	begrudge
appraisals	appraisal
oxcarts	oxcart
arms	arm
exocytoses	exocytosis
agenda	agendum
manning	man
variances	variance
assists	assist
organophosphates	organophosphate
anomies	anomie
sussing	suss
checkered	checker
mighted	might
odours	odour
assays	assay
filing	file
researching	research
nits	nit
scripting	script
desiccating	desiccate
missionaries	missionary
quartered	quarter
archs	arch
pretenders	pretender
trebled	treble
milkmen	milkman
tablemats	tablemat
matures	mature
christens	christen
resistors	resistor
u-bends	u-bend
fails	fail
iodines	iodine
miscreants	miscreant
shriveling	shrivel
obeyed	obey
speaks	speak
relaxed	relax
rams	ram
stipends	stipend
foursomes	foursome
cruellest	cruel
galls	gall
incubations	incubation
supplementations	supplementation
reassigning	reassign
superlattices	superlattice
glassiest	glassy
securest	secure
rationalising	rationalise
grievances	grievance
fortes	forte
budding	bud
plenipotentiaries	plenipotentiary
boding	bode
medicating	medicate
speciations	speciation
interregna	interregnum
daunts	daunt
burlesques	burlesque
cartridges	cartridge
accosted	accost
diffracting	diffract
calyxes	calyx
researchers	researcher
thievings	thieving
irradiates	irradiate
abutments	abutment
snuggled	snuggle
darks	dark
congressmen	congressman
boating	boat
impaling	impale
bedding	bed
slitting	slit
steadying	steady
dry-cleans	dry-clean
prospered	prosper
ashes	ash
mouthsful	mouthful
third	3
neurogeneses	neurogenesis
defrays	defray
behoving	behove
twin-sets	twin-set
eliminations	elimination
subluxations	subluxation
imbuing	imbue
repealed	repeal
turtlenecks	turtleneck
relativizing	relativize
cautioning	caution
advices	advice
disembarkations	disembarkation
pedants	pedant
subspaces	subspace
assaults	assault
captaining	captain
platelayers	platelayer
economized	economize
squigglier	squiggly
sclerae	sclera
revelling	revel
complications	complication
registries	registry
disproven	disprove
indwells	indwell
regularizations	regularization
landers	lander
charcoals	charcoal
breathalyzes	breathalyze
prejudicing	prejudice
muddiest	muddy
backtracking	backtrack
phosphatases	phosphatase
topped	top
nightfalls	nightfall
centre-halfs	centre-half
unbinds	unbind
kilts	kilt
hushes	hush
chaperoned	chaperon
gleaned	glean
naïver	naïve
crueler	cruel
fertilizes	fertilize
demanded	demand
gradients	gradient
legitimizes	legitimize
subsidences	subsidence
mateyest	matey
divulging	divulge
galvanized	galvanize
quicksands	quicksand
asphalting	asphalt
fatalists	fatalist
counseled	counsel
amphitheaters	amphitheater
gangways	gangway
weaknesses	weakness
ankylosed	ankylose
cleanses	cleanse
environed	environ
noddles	noddle
pokers	poker
marrying	marry
crammed	cram
intersperses	intersperse
erring	err
dwindled	dwindle
carping	carp
sties	sty
blaring	blare
uppers	upper
cafes	cafe
cooperators	cooperator
turners	turner
catches	catch
margarines	margarine
subsystems	subsystem
augusts	august
swindles	swindle
re-presents	re-present
enslavements	enslavement
blethered	blether
egrets	egret
iced	ice
overflying	overfly
gasometers	gasometer
dwellers	dweller
life-forms	life-form
sensibilities	sensibility
ketoconazoles	ketoconazole
cleaning	clean
remanufactures	remanufacture
leaflets	leaflet
poppers	popper
throve	thrive
succumbing	succumb
ostracises	ostracise
subserves	subserve
outgrowing	outgrow
antibiotics	antibiotic
cummins	cummin
foreparts	forepart
mark-downs	mark-down
bio-fuels	bio-fuel
steakhouses	steakhouse
brunches	brunch
liberalizations	liberalization
shaggiest	shaggy
lbs	lb
kidnapped	kidnap
restitutions	restitution
breached	breach
sickened	sicken
homelands	homeland
surviving	survive
medicals	medical
machineries	machinery
raping	rape
avoiders	avoider
breaches	breach
cross-links	cross-link
skimped	skimp
apps	app
rushed	rush
evangelized	evangelize
knighthoods	knighthood
panelling	panel
randomised	randomise
over-valuing	over-value
espying	espy
flooring	floor
headers	header
traders	trader
scrapping	scrap
highchairs	highchair
lauras	laura
emplaces	emplace
movements	movement
hospitals	hospital
discontents	discontent
bodged	bodge
crosses	crosse
hitting	hit
criterions	criterion
templating	template
upbraiding	upbraid
modulations	modulation
teethed	teethe
tars	tar
oafs	oaf
recants	recant
variables	variable
dyes	dye
intercedes	intercede
guying	guy
orbiters	orbiter
peeling	peel
inhumanities	inhumanity
excavating	excavate
galleries	gallery
secularizing	secularize
broadcasted	broadcast
disallowed	disallow
sunburned	sunburn
fernier	ferny
dukedoms	dukedom
bisons	bison
step-daughters	step-daughter
stir-fried	stir-fry
baptised	baptise
cowhides	cowhide
archaeologies	archaeology
heart-rates	heart-rate
characterised	characterise
infields	infield
pessimists	pessimist
summoning	summon
gastrectomies	gastrectomy
fulminating	fulminate
sinusitides	sinusitis
maids	maid
lusted	lust
aunts	aunt
snootier	snooty
shavers	shaver
caves	cave
dds	dd
profaning	profane
bibliographers	bibliographer
somersaulting	somersault
spasms	spasm
tape-recorded	tape-record
interdependencies	interdependency
piling	pile
revisiting	revisit
tilted	tilt
broadleafs	broadleaf
inactivating	inactivate
philosophized	philosophize
sweepers	sweeper
trinitrates	trinitrate
greases	grease
pre-processing	pre-process
cupping	cup
boobing	boob
deduces	deduce
toned	tone
redefining	redefine
onchocerciases	onchocerciasis
feus	feu
ratcheting	ratchet
metamorphisms	metamorphism
deduced	deduce
linguistics	linguistic
impugns	impugn
doubles	double
pastimes	pastime
analytical	analytic
signallers	signaller
udders	udder
criers	crier
hippopotami	hippopotamus
nuts	nut
preceptorships	preceptorship
chequers	chequer
flashed	flash
dmfts	dmft
billets-doux	billet-doux
trs	tr
panted	pant
disincentives	disincentive
one-millionths	one-millionth
cortisones	cortisone
walks	walk
barracks	barrack
percolated	percolate
oilcans	oilcan
visionaries	visionary
considered	consider
smarties	smarty
progressing	progress
minimises	minimise
mgs	mg
averaging	average
dematerialises	dematerialise
warns	warn
jettisoned	jettison
residents	resident
hypnotizing	hypnotize
dachshunds	dachshund
deposited	deposit
biotopes	biotope
stupours	stupour
auditors	auditor
pavilions	pavilion
architectures	architecture
landmarks	landmark
abets	abet
pertaining	pertain
grottier	grotty
deceives	deceive
deltas	delta
retractors	retractor
disappointed	disappoint
lounging	lounge
roadways	roadway
operating	operate
slated	slate
dusters	duster
helixes	helix
yawns	yawn
intrusions	intrusion
shears	shear
pitheads	pithead
minimizes	minimize
yens	yen
skewering	skewer
moles	mole
flattens	flatten
creamest	cream
fryers	fryer
sidelines	sideline
hairlines	hairline
quadrupling	quadruple
gold-plated	gold-plate
traveling	travel
habitations	habitation
assented	assent
harbours	harbour
digitalising	digitalise
softeners	softener
thiols	thiol
beanbags	beanbag
baths	bath
compiled	compile
amerces	amerce
exultations	exultation
overstuffing	overstuff
paragraphing	paragraph
submenus	submenu
localisms	localism
incidents	incident
starvations	starvation
regurgitated	regurgitate
ketoprofens	ketoprofen
slotted	slot
tills	till
nebulae	nebula
plazas	plaza
recommending	recommend
oftenest	often
fusing	fuse
roof-racks	roof-rack
simians	simian
novelists	novelist
gatherings	gathering
disjunctions	disjunction
tyrosines	tyrosine
ologies	ology
cloyed	cloy
loyalists	loyalist
hamstrings	hamstring
aboriginals	aboriginal
dirks	dirk
optics	optic
frissons	frisson
functors	functor
emptier	empty
beckons	beckon
enlargements	enlargement
scrota	scrotum
subsisted	subsist
giving	give
commercialised	commercialise
regulated	regulate
dichotomies	dichotomy
acousticians	acoustician
immersing	immerse
bedsits	bedsit
beggars	beggar
duras	dura
brothels	brothel
lathered	lather
premieres	premiere
biofuels	biofuel
superposes	superpose
lowlands	lowland
cushions	cushion
nicknames	nickname
arranging	arrange
